Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual
Canada,North America and ANZ,7.23210000991821,0.0404054597020149,7.31129455566406,7.15290546417236,10.6923685073853,0.927176654338837,73.6016006469727,0.933913230895996,0.124770767986774,0.390843361616135,1.97231674194336,1.30164766311646,1.43539190292358,1.02250194549561,0.644028127193451,0.281528919935226,0.351701855659485,2.1952691078186
Australia,North America and ANZ,7.22279977798462,0.0418411158025265,7.30480813980103,7.14079141616821,10.7205963134766,0.944854617118835,73.6045379638672,0.91543173789978,0.190460160374641,0.4151691198349,1.97231674194336,1.31039643287659,1.47714626789093,1.02260768413544,0.621877193450928,0.324973613023758,0.33599641919136,2.1298041343689
United Kingdom,Western Europe,7.16450023651123,0.0371619090437889,7.23733758926392,7.09166288375855,10.6001348495483,0.936682820320129,72.3016052246094,0.834743678569794,0.263732492923737,0.435915917158127,1.97231674194336,1.2730610370636,1.45784497261047,0.975700080394745,0.525168657302856,0.373433440923691,0.322601646184921,2.23672199249268
Israel,Middle East and North Africa,7.12860012054443,0.0425151810050011,7.21192979812622,7.04527044296265,10.4175252914429,0.913571238517761,73.2002563476563,0.747580587863922,0.102593719959259,0.780855059623718,1.97231674194336,1.21646368503571,1.40325677394867,1.00805294513702,0.42069947719574,0.266861796379089,0.0998984500765801,2.7133584022522
Costa Rica,Latin America and Caribbean,7.12139987945557,0.044816117733717,7.20923948287964,7.03356027603149,9.6581563949585,0.901545941829681,71.2998504638672,0.93473893404007,-0.102429710328579,0.786332428455353,1.97231674194336,0.981107711791992,1.37485361099243,0.939635336399078,0.645017743110657,0.131266310811043,0.0963620916008949,2.95313501358032
Ireland,Western Europe,7.09369993209839,0.0398634523153305,7.17183208465576,7.01556777954102,11.1609783172607,0.942081570625305,72.3007888793945,0.886982977390289,0.145784974098206,0.357184171676636,1.97231674194336,1.44688677787781,1.47059643268585,0.975670695304871,0.587779939174652,0.295426994562149,0.373433262109756,1.94387817382813
Germany,Western Europe,7.0757999420166,0.0356098040938377,7.14559507369995,7.00600481033325,10.7328186035156,0.898874461650848,72.202018737793,0.867371082305908,0.0801793858408928,0.456422030925751,1.97231674194336,1.31418454647064,1.36854374408722,0.97211480140686,0.56427413225174,0.252037703990936,0.309362292289734,2.29524946212769
United States,North America and ANZ,6.93959999084473,0.0473161675035954,7.03233957290649,6.84686040878296,10.9257688522339,0.91421902179718,68.2994995117187,0.84261953830719,0.14989173412323,0.699715316295624,1.97231674194336,1.37398684024811,1.40478670597076,0.831618010997772,0.534608244895935,0.298143059015274,0.152284741401672,2.34412479400635
Czech Republic,Central and Eastern Europe,6.9109001159668,0.0428912974894047,6.99496698379517,6.82683324813843,10.4041633605957,0.914430677890778,70.0479354858399,0.818537354469299,-0.230861514806747,0.85844624042511,1.97231674194336,1.21232235431671,1.40528666973114,0.89456444978714,0.505744576454163,0.0463259294629097,0.0498032234609127,2.79680824279785
Belgium,Western Europe,6.86350011825562,0.0343703553080559,6.93086624145508,6.79613399505615,10.6736392974854,0.911632537841797,72.0016479492188,0.813582062721252,-0.0786911994218826,0.61229795217514,1.97231674194336,1.29584276676178,1.39867758750916,0.964901149272919,0.499805420637131,0.146966159343719,0.208724051713943,2.34862661361694
United Arab Emirates,Middle East and North Africa,6.79080009460449,0.040698379278183,6.87056875228882,6.71103143692017,11.1099987030029,0.849181115627289,67.0827865600586,0.941345512866974,0.123450845479965,0.594502210617065,1.97231674194336,1.43108642101288,1.25117099285126,0.787814438343048,0.652936100959778,0.280655980110168,0.220213517546654,2.1669659614563
Malta,Western Europe,6.77279996871948,0.042958103120327,6.85699796676636,6.68860197067261,10.5338382720947,0.930379509925842,72.1999969482422,0.924911439418793,0.214965805411339,0.658547282218933,1.97231674194336,1.2525132894516,1.44295692443848,0.97204202413559,0.633239030838013,0.341180831193924,0.178864076733589,1.95201206207275
France,Western Europe,6.66379976272583,0.0375767908990383,6.73745012283325,6.59014940261841,10.5842227935791,0.937103748321533,73.8019332885742,0.825467646121979,-0.130641967058182,0.583521127700806,1.97231674194336,1.26812934875488,1.45883917808533,1.02971422672272,0.514050900936127,0.112607702612877,0.227303236722946,2.05319833755493
Mexico,Latin America and Caribbean,6.46500015258789,0.0481224693357945,6.55931997299194,6.37068033218384,9.79779720306397,0.838665425777435,68.2990264892578,0.858709275722504,-0.175266623497009,0.806821584701538,1.97231674194336,1.02438747882843,1.22633349895477,0.831601023674011,0.553892552852631,0.083094485104084,0.0831336677074432,2.66254019737244
Taiwan Province of China,East Asia,6.45539999008179,0.0391395762562752,6.53211355209351,6.37868642807007,10.7756853103638,0.894309103488922,69.5999984741211,0.771530330181122,-0.0731986984610558,0.731882929801941,1.97231674194336,1.32747054100037,1.3577606678009,0.878437995910645,0.449404388666153,0.150598704814911,0.131516352295876,2.16023874282837
Uruguay,Latin America and Caribbean,6.44010019302368,0.0454190820455551,6.52912139892578,6.35107898712158,9.94819259643555,0.922811269760132,69.0025482177734,0.892395436763763,-0.101103112101555,0.635994136333466,1.97231674194336,1.07100045681,1.42508113384247,0.856928884983063,0.594267070293427,0.132143691182137,0.193425074219704,2.16727638244629
Saudi Arabia,Middle East and North Africa,6.4064998626709,0.0565336123108864,6.51730585098267,6.29569387435913,10.797812461853,0.874067068099976,66.3051452636719,0.854191243648529,-0.168695062398911,0.682619512081146,1.97231674194336,1.33432853221893,1.30995011329651,0.759818136692047,0.548477470874786,0.0874406844377518,0.163322314620018,2.20311880111694
Spain,Western Europe,6.40089988708496,0.0423003695905209,6.48380851745606,6.31799125671387,10.462926864624,0.921125411987305,74.4027099609375,0.751989543437958,-0.0509617142379284,0.76585990190506,1.97231674194336,1.23053526878357,1.4210991859436,1.05134308338165,0.425983816385269,0.165305480360985,0.109579779207706,1.99708843231201
Guatemala,Latin America and Caribbean,6.39890003204346,0.0583983026444912,6.51336050033569,6.28443956375122,8.92480564117432,0.816621482372284,64.8089447021484,0.908147573471069,-0.0429386645555496,0.783237457275391,1.97231674194336,0.753815710544586,1.17426705360413,0.7059525847435,0.613146722316742,0.170611664652824,0.0983603000640869,2.88272309303284
Italy,Western Europe,6.38740015029907,0.0432880744338036,6.47224473953247,6.30255556106567,10.4818363189697,0.889878571033478,73.6016845703125,0.664651989936829,-0.0434609986841679,0.873404681682587,1.97231674194336,1.23639607429504,1.34729599952698,1.02250492572784,0.321305572986603,0.170266211032867,0.0401455983519554,2.2495059967041
Singapore,Southeast Asia,6.37709999084473,0.0332589671015739,6.44228744506836,6.31191253662109,11.3955211639404,0.91026896238327,76.8045806884766,0.926645338535309,0.0298792235553265,0.109784193336964,1.97231674194336,1.51958012580872,1.39545691013336,1.13781428337097,0.635317206382751,0.218770906329155,0.533162236213684,0.937031745910645
Brazil,Latin America and Caribbean,6.37559986114502,0.0407906882464886,6.45554971694946,6.29565000534058,9.56643486022949,0.896723806858063,66.4801635742188,0.79980480670929,-0.101812392473221,0.770601272583008,1.97231674194336,0.952679872512817,1.36346411705017,0.766119062900543,0.483292728662491,0.131674587726593,0.106518603861332,2.57186031341553
Slovenia,Central and Eastern Europe,6.36339998245239,0.0438413135707378,6.44932889938355,6.27747106552124,10.3923225402832,0.939575672149658,71.1029891967773,0.93614262342453,-0.0806033834815025,0.81707102060318,1.97231674194336,1.20865249633789,1.46467769145966,0.932548046112061,0.646700143814087,0.145701497793198,0.0765163227915764,1.88858652114868
El Salvador,Latin America and Caribbean,6.34829998016357,0.0582484379410744,6.46246671676636,6.23413324356079,8.90907573699951,0.806092262268066,66.1082611083984,0.83380526304245,-0.121072977781296,0.754319906234741,1.97231674194336,0.748940408229828,1.14939761161804,0.752730011940002,0.524043917655945,0.11893630027771,0.11703035235405,2.93719172477722
Kosovo,Central and Eastern Europe,6.32520008087158,0.0522162765264511,6.42754411697388,6.22285604476929,9.20442962646484,0.82072651386261,63.885555267334,0.861535906791687,0.190933763980865,0.922328293323517,1.97231674194336,0.840481340885162,1.18396282196045,0.672709167003632,0.557280421257019,0.325286865234375,0.00855902396142483,2.73690271377563
Panama,Latin America and Caribbean,6.30480003356934,0.0597249306738377,6.42186069488525,6.18773937225342,10.034234046936,0.902094483375549,69.6030120849609,0.880366504192352,-0.153927713632584,0.851588904857636,1.97231674194336,1.09766781330109,1.37614929676056,0.878546535968781,0.579849779605866,0.0972073078155518,0.0542305260896683,2.22117614746094
Slovakia,Central and Eastern Europe,6.28060007095337,0.0388975702226162,6.35683917999268,6.20436096191406,10.347749710083,0.922493755817413,68.9063415527344,0.749952673912048,-0.124409303069115,0.918096125125885,1.97231674194336,1.19483768939972,1.4243311882019,0.853465259075165,0.423542529344559,0.116729773581028,0.0112914405763149,2.25642204284668
Uzbekistan,Commonwealth of Independent States,6.25759983062744,0.0542275495827198,6.3638858795166,6.15131378173828,8.74037170410156,0.926595807075501,65.1075744628906,0.974998116493225,0.248427152633667,0.501497387886047,1.97231674194336,0.696652948856354,1.43402004241943,0.716703712940216,0.693270325660706,0.363311022520065,0.280260264873505,2.07334661483765
Chile,Latin America and Caribbean,6.22849988937378,0.0457238890230656,6.31811857223511,6.13888120651245,10.032054901123,0.879713594913483,69.9006195068359,0.744896292686462,-0.0656683668494225,0.838239431381226,1.97231674194336,1.09699249267578,1.32328689098358,0.889260828495026,0.417482227087021,0.155579000711441,0.0628493502736092,2.28301286697388
Bahrain,Middle East and North Africa,6.22730016708374,0.0818822607398033,6.38778924942017,6.06681108474731,10.6763801574707,0.876342117786408,68.5,0.905855774879456,0.133729189634323,0.739347100257874,1.97231674194336,1.29669225215912,1.31532371044159,0.838836371898651,0.610399901866913,0.287453711032867,0.12669725716114,1.75191736221313
Lithuania,Central and Eastern Europe,6.21549987792969,0.0441931076347828,6.3021183013916,6.12888145446777,10.3436260223389,0.926107108592987,67.294075012207,0.747381448745728,-0.219725295901299,0.809583842754364,1.97231674194336,1.19355964660645,1.43286573886871,0.795421183109283,0.420460790395737,0.0536910407245159,0.0813502743840218,2.23814606666565
Trinidad and Tobago,Latin America and Caribbean,6.19189977645874,0.114448457956314,6.41621875762939,5.96758079528809,10.2600021362305,0.915294170379639,63.5,0.857907116413116,0.000526840682141483,0.912230610847473,1.97231674194336,1.16764152050018,1.40732622146606,0.658828556537628,0.552931129932404,0.199358254671097,0.0150783956050873,2.19069576263428
Poland,Central and Eastern Europe,6.1862998008728,0.0355001650750637,6.25588035583496,6.11671924591064,10.2651243209839,0.874257445335388,69.3111343383789,0.862055778503418,-0.205084070563316,0.686927020549774,1.97231674194336,1.16922914981842,1.31039977073669,0.868038475513458,0.557903528213501,0.0633742436766624,0.160541251301765,2.05679798126221
Colombia,Latin America and Caribbean,6.16340017318726,0.0564808733761311,6.27410268783569,6.05269765853882,9.50036907196045,0.884440243244171,67.6995849609375,0.836179912090302,-0.161235645413399,0.864571809768677,1.97231674194336,0.932203710079193,1.3344509601593,0.81002014875412,0.52689003944397,0.0923740938305855,0.0458483695983887,2.42165660858154
Cyprus,Western Europe,6.15899991989136,0.0506059378385544,6.25818777084351,6.05981206893921,10.4057025909424,0.805996239185333,73.7022247314453,0.779858291149139,0.0437314957380295,0.856271743774414,1.97231674194336,1.21279942989349,1.14917075634003,1.02612459659576,0.459385871887207,0.227932333946228,0.0512071438133717,2.03233480453491
Nicaragua,Latin America and Caribbean,6.13710021972656,0.0638869628310204,6.26231861114502,6.01188182830811,8.49316024780273,0.857497036457062,67.5071792602539,0.863902866840363,0.0209591407328844,0.665950119495392,1.97231674194336,0.620033144950867,1.27081274986267,0.803093254566193,0.560117304325104,0.212871477007866,0.174084573984146,2.49608111381531
Romania,Central and Eastern Europe,6.12370014190674,0.0474325641989708,6.21666812896729,6.03073215484619,10.1075839996338,0.825161516666412,67.2072372436523,0.842823207378387,-0.197815209627152,0.934300243854523,1.97231674194336,1.12040162086487,1.19443809986115,0.792294859886169,0.53485232591629,0.0681816190481186,0.000829568831250072,2.41274976730347
Kuwait,Middle East and North Africa,6.1020998954773,0.0532977320253849,6.2065634727478,5.99763631820679,11.0898246765137,0.84647524356842,66.7676467895508,0.872366487979889,-0.100184701383114,0.760849058628082,1.97231674194336,1.42483365535736,1.24477982521057,0.776468932628632,0.570261418819428,0.13275109231472,0.1128149330616,1.84016799926758
Mauritius,Sub-Saharan Africa,6.10129976272583,0.0572264939546585,6.21346378326416,5.9891357421875,9.95678615570068,0.91035783290863,66.4043426513672,0.889534533023834,-0.018318573012948,0.805343091487885,1.97231674194336,1.07366394996643,1.39566683769226,0.763389408588409,0.590838134288788,0.186894550919533,0.0840882286429405,2.00672054290771
Kazakhstan,Commonwealth of Independent States,6.05789995193481,0.0432297848165035,6.14263010025024,5.97316980361939,10.1146583557129,0.934744894504547,64.6099624633789,0.811601936817169,-0.068488635122776,0.764490842819214,1.97231674194336,1.12259423732758,1.45326769351959,0.698788940906525,0.497432142496109,0.153713792562485,0.110463686287403,2.02160263061523
Estonia,Central and Eastern Europe,6.02180004119873,0.0359851941466331,6.09233093261719,5.95126914978027,10.3400173187256,0.934729993343353,68.6049575805664,0.877709150314331,-0.111697770655155,0.623073816299439,1.97231674194336,1.19244122505188,1.45323252677917,0.842615008354187,0.576664805412293,0.125136747956276,0.201766818761826,1.62992811203003
Philippines,Southeast Asia,6.00600004196167,0.0498584024608135,6.10372257232666,5.90827751159668,8.99354553222656,0.846730053424835,61.9267616271973,0.915463447570801,-0.10546300560236,0.733634114265442,1.97231674194336,0.775120675563812,1.24538171291351,0.602189481258392,0.62191516160965,0.129260212182999,0.130385726690292,2.50174188613892
Hungary,Central and Eastern Europe,6.00040006637573,0.039473220705986,6.07776737213135,5.92303276062012,10.2492437362671,0.921934127807617,67.6099700927734,0.718964576721191,-0.194323018193245,0.89291650056839,1.97231674194336,1.16430711746216,1.42300939559937,0.806793868541718,0.386401802301407,0.0704912394285202,0.0275481734424829,2.12184572219849
Thailand,Southeast Asia,5.9987998008728,0.0425962954759598,6.08228874206543,5.91531085968018,9.74179172515869,0.889973223209381,67.2505950927734,0.905063033103943,0.268685191869736,0.886272311210632,1.97231674194336,1.00702929496765,1.34751951694489,0.793855845928192,0.609449803829193,0.376709014177322,0.0318378619849682,1.83238410949707
Argentina,Latin America and Caribbean,5.97469997406006,0.053441759198904,6.07944583892822,5.86995410919189,9.81095504760742,0.900567948818207,68.8038024902344,0.831132411956787,-0.194913864135742,0.842009842395783,1.97231674194336,1.02846562862396,1.37254369258881,0.849773705005646,0.520840346813202,0.0701004713773727,0.0604150593280792,2.07254099845886
Honduras,Latin America and Caribbean,5.95319986343384,0.065731592476368,6.08203363418579,5.82436609268189,8.42453479766846,0.821870148181915,67.1987686157227,0.870603263378143,0.0869691148400307,0.801131904125214,1.97231674194336,0.598763585090637,1.18666410446167,0.791989982128143,0.568148076534271,0.256528198719025,0.0868071019649506,2.46429538726807
Latvia,Central and Eastern Europe,5.94999980926514,0.0348381362855434,6.01828241348267,5.88171720504761,10.1753196716309,0.918288588523865,66.8074645996094,0.671237647533417,-0.186888843774796,0.795580089092255,1.97231674194336,1.14139544963837,1.41439878940582,0.77790242433548,0.329198807477951,0.0754079446196556,0.0903915241360664,2.12128305435181
Ecuador,Latin America and Caribbean,5.92519998550415,0.0528806336224079,6.0288462638855,5.8215537071228,9.24605846405029,0.836418986320496,68.5000381469727,0.859828948974609,-0.127014964818954,0.80121511220932,1.97231674194336,0.853383600711823,1.22102761268616,0.838837742805481,0.555234551429749,0.115006476640701,0.0867533832788467,2.25493383407593
Portugal,Western Europe,5.9109001159668,0.0531581975519657,6.0150899887085,5.8067102432251,10.2637424468994,0.886590719223022,72.4020233154297,0.888747811317444,-0.220714300870895,0.892629504203796,1.97231674194336,1.16880083084106,1.33953034877777,0.979315280914307,0.589895188808441,0.0530369468033314,0.0277334656566381,1.75255870819092
Jamaica,Latin America and Caribbean,5.88980007171631,0.120590433478355,6.12615728378296,5.65344285964966,9.00625038146973,0.915701866149902,67.0999984741211,0.858068525791168,-0.125106766819954,0.888890027999878,1.97231674194336,0.779058396816254,1.40828919410706,0.788434088230133,0.553124606609345,0.116268493235111,0.030147785320878,2.21443653106689
South Korea,East Asia,5.87239980697632,0.0440850146114826,5.95880651473999,5.78599309921265,10.5105667114258,0.799387156963348,73.6027297973633,0.612965106964111,-0.0434040315449238,0.789067447185516,1.97231674194336,1.24530065059662,1.13356053829193,1.02254259586334,0.25935634970665,0.170303866267204,0.0945962816476822,1.94675707817078
Japan,East Asia,5.87080001831055,0.0413916669785976,5.95192766189575,5.78967237472534,10.5796890258789,0.883545935153961,75.0009689331055,0.809961378574371,-0.246910348534584,0.654558062553406,1.97231674194336,1.26672410964966,1.33233869075775,1.07288134098053,0.495465874671936,0.0357117801904678,0.181439638137817,1.4862003326416
Peru,Latin America and Caribbean,5.79680013656616,0.0613112039864063,5.91697025299072,5.6766300201416,9.45631313323975,0.831075251102448,68.1002349853516,0.824766099452972,-0.16238822042942,0.893714964389801,1.97231674194336,0.918549180030823,1.2084059715271,0.824444174766541,0.51321005821228,0.0916118174791336,0.0270326603204012,2.21349954605103
Serbia,Central and Eastern Europe,5.77820014953613,0.0507123246788979,5.87759637832642,5.67880392074585,9.68098068237305,0.881475746631622,68.210205078125,0.726495862007141,-0.0736762210726738,0.843509018421173,1.97231674194336,0.988181829452515,1.32744896411896,0.828403294086456,0.395428419113159,0.150282889604568,0.0594471469521523,2.02904009819031
Bolivia,Latin America and Caribbean,5.74749994277954,0.0506454221904278,5.84676504135132,5.64823484420776,8.85111522674561,0.803108692169189,63.600471496582,0.875873327255249,-0.0916811302304268,0.822606205940247,1.97231674194336,0.730976343154907,1.14235055446625,0.662445664405823,0.574464499950409,0.138375073671341,0.0729426369071007,2.42592859268188
Pakistan,South Asia,5.69329977035522,0.0482162237167358,5.78780364990234,5.59879589080811,8.48272705078125,0.689062297344208,58.2531356811523,0.734833717346191,0.044899869710207,0.745705425739288,1.97231674194336,0.616799473762512,0.872979581356049,0.469933241605759,0.405421733856201,0.228705063462257,0.122592121362686,2.97687673568726
Paraguay,Latin America and Caribbean,5.69210004806519,0.0519578643143177,5.79393768310547,5.5902624130249,9.38998222351074,0.898727893829346,65.6399383544922,0.885923445224762,0.00799771305173636,0.834788501262665,1.97231674194336,0.897990822792053,1.36819756031036,0.735869646072388,0.586510062217712,0.204299241304398,0.0650773793458939,1.83412528038025
Dominican Republic,Latin America and Caribbean,5.68919992446899,0.0698312968015671,5.82606935501099,5.552330493927,9.66488075256348,0.882085382938385,65.807487487793,0.866202771663666,-0.13126328587532,0.75599992275238,1.97231674194336,0.983191847801209,1.32888889312744,0.741901695728302,0.562873899936676,0.112196780741215,0.115945681929588,1.84424686431885
Bosnia and Herzegovina,Central and Eastern Europe,5.67409992218018,0.0463859625160694,5.76501655578613,5.58318328857422,9.45581722259522,0.829204142093658,67.8081359863281,0.65135270357132,0.0982745587825775,0.933769106864929,1.97231674194336,0.918395459651947,1.20398652553558,0.813928186893463,0.305365741252899,0.264005243778229,0.00117248704191297,2.1672420501709
Moldova,Commonwealth of Independent States,5.60750007629395,0.0422755777835846,5.6903600692749,5.52464008331299,8.77671432495117,0.843313574790955,65.0130157470703,0.721609175205231,-0.0377410389482975,0.913314282894135,1.97231674194336,0.707916796207428,1.23731219768524,0.713299453258514,0.389571487903595,0.174049183726311,0.0143787441775203,2.37096834182739
Tajikistan,Commonwealth of Independent States,5.55569982528687,0.0323215760290623,5.61905002593994,5.49234962463379,8.02481079101563,0.835297107696533,64.1045913696289,0.831383407115936,-0.0250885114073753,0.592076063156128,1.97231674194336,0.474874615669251,1.21837770938873,0.680594801902771,0.521141171455383,0.182417124509811,0.22177991271019,2.25650835037231
Montenegro,Central and Eastern Europe,5.54610013961792,0.0489858202636242,5.64211225509644,5.4500880241394,9.75186061859131,0.855314612388611,68.5053482055664,0.649565637111664,-0.0756003558635712,0.783121585845947,1.97231674194336,1.0101500749588,1.26565790176392,0.839028894901276,0.303223848342895,0.149010330438614,0.0984351113438606,1.88056588172913
Russia,Commonwealth of Independent States,5.5460000038147,0.0396096706390381,5.62363481521606,5.46836519241333,10.1288719177246,0.903150737285614,64.100456237793,0.729892611503601,-0.151153743267059,0.864802598953247,1.97231674194336,1.12699961662292,1.37864410877228,0.680445909500122,0.399499595165253,0.0990419164299965,0.0456993617117405,1.81571674346924
Kyrgyzstan,Commonwealth of Independent States,5.54150009155273,0.0436774678528309,5.62710809707642,5.45589208602905,8.14840507507324,0.887228488922119,64.1060104370117,0.909374892711639,0.154772058129311,0.888396084308624,1.97231674194336,0.51318097114563,1.34103667736053,0.680645883083344,0.614617764949799,0.301370739936829,0.030466690659523,2.06020665168762
Belarus,Commonwealth of Independent States,5.53989982604981,0.0370600372552872,5.6125373840332,5.46726226806641,9.77994537353516,0.906747460365295,66.1043319702148,0.639163076877594,-0.164926543831825,0.635711669921875,1.97231674194336,1.01885449886322,1.38713932037354,0.75258857011795,0.290755867958069,0.0899330601096153,0.193607434630394,1.80699110031128
North Cyprus,Western Europe,5.53550004959106,0.0510372407734394,5.63553285598755,5.43546724319458,10.4057025909424,0.820356607437134,73.7022247314453,0.795293509960175,0.000227158525376581,0.626115679740906,1.97231674194336,1.21279942989349,1.18308913707733,1.02612459659576,0.477885723114014,0.199160054326057,0.199802905321121,1.23668766021729
Greece,Western Europe,5.5149998664856,0.0469318330287933,5.6069860458374,5.42301368713379,10.1323261260986,0.814380347728729,72.4052581787109,0.541345119476318,-0.300907373428345,0.859931409358978,1.97231674194336,1.12807011604309,1.16897356510162,0.979431748390198,0.173516348004341,0,0.0488443523645401,2.01617908477783
Hong Kong S.A.R. of China,East Asia,5.51039981842041,0.0460190288722515,5.60059690475464,5.42020273208618,10.9346714019775,0.845969080924988,76.7717056274414,0.779833793640137,0.134979903697968,0.420607209205627,1.97231674194336,1.37674605846405,1.24358427524567,1.13663065433502,0.459356516599655,0.28828090429306,0.332485437393188,0.673293113708496
Croatia,Central and Eastern Europe,5.50470018386841,0.037783645093441,5.57875633239746,5.43064403533936,10.0708751678467,0.874623715877533,70.2149047851563,0.714838802814484,-0.128538325428963,0.916495263576508,1.97231674194336,1.10902428627014,1.31126487255096,0.900575578212738,0.381456881761551,0.113998979330063,0.0123250056058168,1.67602920532227
Libya,Middle East and North Africa,5.48880004882813,0.0606772042810917,5.60772752761841,5.36987257003784,9.78981590270996,0.825942933559418,62.2999992370606,0.773157000541687,-0.085054486989975,0.668779134750366,1.97231674194336,1.02191376686096,1.19628369808197,0.615626633167267,0.451354056596756,0.142757698893547,0.172258079051971,1.88856315612793
Mongolia,East Asia,5.45620012283325,0.0403132364153862,5.53521394729614,5.37718629837036,9.41218662261963,0.937142491340637,62.3044853210449,0.693351328372955,0.0980938673019409,0.863511204719543,1.97231674194336,0.90487277507782,1.45893061161041,0.615788161754608,0.355703115463257,0.263885736465454,0.0465331263840199,1.81052756309509
Malaysia,Southeast Asia,5.38430023193359,0.0488026961684227,5.47995328903198,5.28864717483521,10.2625188827515,0.816509425640106,67.1021575927734,0.89462685585022,0.114726796746254,0.83930230140686,1.97231674194336,1.168421626091,1.17400228977203,0.788511872291565,0.596941530704498,0.274886161088943,0.062163133174181,1.31942081451416
Vietnam,Southeast Asia,5.35349988937378,0.0338007621467113,5.41974925994873,5.28725051879883,8.80954551696777,0.849987149238586,67.9527359008789,0.939592957496643,-0.0945333316922188,0.796421229839325,1.97231674194336,0.718092381954193,1.25307476520538,0.819133996963501,0.650835573673248,0.136488720774651,0.0898484587669373,1.68597793579102
Indonesia,Southeast Asia,5.28560018539429,0.0476923808455467,5.3790774345398,5.19212293624878,9.36975193023682,0.808379888534546,62.1558494567871,0.870614409446716,0.519586503505707,0.876296401023865,1.97231674194336,0.891720712184906,1.15480089187622,0.610437035560608,0.568161427974701,0.542646527290344,0.0382786132395267,1.47957348823547
